account_id,mes_ano,transfer_in,transfer_out,pix_in,pix_out,saldo_mes,saldo_acumulado
2969674447809961,2020-02,2355.71,4479.76,3029.56,6313.34,-5407.83,36.31
2969674447809961,2020-03,2330.83,1380.66,5407.67,6966.48,-608.64,-572.33
2969674447809961,2020-04,4687.14,2127.64,6872,4095.2,5336.3,4763.97
2969674447809961,2020-05,2937.29,6522.27,1904.86,3934.34,-5614.46,-850.49
2969674447809961,2020-06,3620.29,7154.46,2851.71,4777.24,-5459.7,-6310.19
2969674447809961,2020-07,3729.47,2533.1,2191.77,2238.43,1149.71,-5160.48
2969674447809961,2020-08,3594.84,3307.96,1905.37,1956.19,236.06,-4924.42
2969674447809961,2020-09,7364.11,3126.12,3921.87,8361.16,-201.3,-5125.72
2969674447809961,2020-10,10268.55,1655.62,2823.29,4834.9,6601.32,1475.6
2969674447809961,2020-11,4690.79,4880.94,3400.24,5135.65,-1925.56,-449.96
2969674447809961,2020-12,3008.95,2420.25,3932.25,3184.72,1336.23,886.27
5756422114496119,2020-01,948.1,0,1978.81,2170.55,756.36,756.36
5756422114496119,2020-02,1558.4,1204.71,0,3832.36,-3478.67,-2722.31
5756422114496119,2020-03,42.52,684.58,2960.6,763.62,1554.92,-1167.39
5756422114496119,2020-04,1908.79,1944.89,1451.08,1196.43,218.55,-948.84
5756422114496119,2020-05,1464.69,993.32,3011.66,0,3483.03,2534.19
5756422114496119,2020-06,0,423.47,2438.9,1023.71,991.72,3525.91
5756422114496119,2020-07,89.54,285.35,54.57,1225.8,-1367.04,2158.87
5756422114496119,2020-08,0,1694.63,2068.28,0,373.65,2532.52
5756422114496119,2020-09,1604.91,1696.54,3531.42,612.2,2827.59,5360.11
5756422114496119,2020-10,1756.74,665.38,3111.35,0,4202.71,9562.82
5756422114496119,2020-11,0,3301.09,2541.35,1975.66,-2735.4,6827.42
5763135580788529,2020-01,4688.41,8390.76,1771.64,2639.35,-4570.06,-4570.06
5763135580788529,2020-02,5750.93,6501.28,3837.18,3998.9,-912.07,-5482.13
5763135580788529,2020-03,4229.14,3627.42,5002.65,2333.71,3270.66,-2211.47
5763135580788529,2020-04,2693.84,4639.04,5368.49,3822.57,-399.28,-2610.75
5763135580788529,2020-05,2673.92,2927.29,3559.03,3715.22,-409.56,-3020.31
5763135580788529,2020-06,5047.52,5663.91,8214.52,4473.74,3124.39,104.08
5763135580788529,2020-07,1834.24,5221.33,8821.24,7289.68,-1855.53,-1751.45
5763135580788529,2020-08,4562.13,8966.45,3272.93,6550.22,-7681.61,-9433.06
5763135580788529,2020-09,3797.21,1501.37,2331.92,8742.7,-4114.94,-13548
5763135580788529,2020-10,1933.38,2921.98,1074.96,1657.59,-1571.23,-15119.23
5763135580788529,2020-11,515.13,3051.74,4638.17,1828.21,273.35,-14845.88
5763135580788529,2020-12,1974.19,4556.91,3697.34,1406.42,-291.8,-15137.68
6731171884115662,2020-01,7895.88,1901.85,1764.94,3415,4343.97,4343.97
6731171884115662,2020-02,3869.21,4383.31,2317.84,5791.21,-3987.47,356.5
6731171884115662,2020-03,4820.03,3404.37,5756.36,3803.42,3368.6,3725.1
6731171884115662,2020-04,3084.14,1880.03,3882.63,7541.56,-2454.82,1270.28
6731171884115662,2020-05,2531.73,3153.1,6459.11,4169.78,1667.96,2938.24
6731171884115662,2020-06,1369.5,6477.57,946.29,4134.96,-8296.74,-5358.5
6731171884115662,2020-07,656.22,4207.84,8225.61,3670.18,1003.81,-4354.69
6731171884115662,2020-08,1860.23,8424.7,4726.76,5796.97,-7634.68,-11989.37
6731171884115662,2020-09,2916.21,3537.32,4472.94,2133.49,1718.34,-10271.03
6731171884115662,2020-10,5055.64,6404.91,510.04,7145.75,-7984.98,-18256.01
6731171884115662,2020-11,0,7329.69,1980.65,1940.6,-7289.64,-25545.65
6731171884115662,2020-12,6024.45,4120.78,5627.36,2814.54,4716.49,-20829.16
6754575908057409,2020-01,5320.6,0,460.14,0,5780.74,5780.74
6754575908057409,2020-02,0,4965.79,0,0,-4965.79,814.95
6754575908057409,2020-03,0,1798.52,730.27,0,-1068.25,-253.3
6754575908057409,2020-04,0,298.45,0,1608.12,-1906.57,-2159.87
6754575908057409,2020-05,776.89,0,0,1498.79,-721.9,-2881.77
6754575908057409,2020-06,79.69,0,1706.05,0,1785.74,-1096.03
6754575908057409,2020-07,2114.23,1410.57,0,4493.42,-3789.76,-4885.79
6754575908057409,2020-08,0,1511.51,1785.6,0,274.09,-4611.7
6754575908057409,2020-09,420.56,0,0,838.1,-417.54,-5029.24
6754575908057409,2020-11,269.57,928.88,1761.15,736.58,365.26,-4663.98
6754575908057409,2020-12,503.61,0,408.79,926.37,-13.97,-4677.95
6759884497455352,2020-01,2313.23,1542.19,1995.14,0,2766.18,2766.18
6759884497455352,2020-02,1767.93,1259.16,1923.77,1852.3,580.24,3346.42
6759884497455352,2020-03,0,2043.21,0,589.02,-2632.23,714.19
6759884497455352,2020-04,0,1134.68,504.99,1186.86,-1816.55,-1102.36
6759884497455352,2020-05,149.69,0,362.35,2294.56,-1782.52,-2884.88
6759884497455352,2020-06,1234.13,186.51,0,776.54,271.08,-2613.8
6759884497455352,2020-07,2362.1,1039.29,0,0,1322.81,-1290.99
6759884497455352,2020-09,1598.83,0,4685.84,0,6284.67,4993.68
6759884497455352,2020-10,779.91,744.91,2335.98,0,2370.98,7364.66
6759884497455352,2020-11,1853.01,535.81,741.33,1137.05,921.48,8286.14
6759884497455352,2020-12,2396.48,0,254.02,1534.41,1116.09,9402.23
7106839639082916,2020-01,2430.45,1402.65,632.43,0,1660.23,1660.23
7106839639082916,2020-03,2339.23,0,0,0,2339.23,3999.46
7106839639082916,2020-04,894.74,1315.25,1173.67,0,753.16,4752.62
7106839639082916,2020-06,0,1701.93,0,1639.58,-3341.51,1411.11
7106839639082916,2020-10,0,1659.94,0,0,-1659.94,-248.83
7106839639082916,2020-11,1773.14,1112.3,0,0,660.84,412.01
7106839639082916,2020-12,0,963.69,0,1817.16,-2780.85,-2368.84
7399497589386025,2020-01,1319.22,0,0,0,1319.22,1319.22
7399497589386025,2020-03,3681.91,4482.73,5826.56,0,5025.74,6344.96
7399497589386025,2020-04,1402.57,1731.43,1367.01,65.26,972.89,7317.85
7399497589386025,2020-05,687.18,2242.54,5137.69,432.87,3149.46,10467.31
7399497589386025,2020-06,2657.56,0,1826.5,2460.19,2023.87,12491.18
7399497589386025,2020-07,4254.54,3499.04,2485.19,0,3240.69,15731.87
7399497589386025,2020-08,0,1472.98,2203.68,0,730.7,16462.57
7399497589386025,2020-09,0,784.42,1937.92,1817.34,-663.84,15798.73
7399497589386025,2020-10,1702.42,0,1508.44,254.22,2956.64,18755.37
7399497589386025,2020-11,0,2607.81,1888.78,0,-719.03,18036.34
7399497589386025,2020-12,1477.46,3498.66,1984.29,437.21,-474.12,17562.22
8390860978077109,2020-01,4760.76,5038.09,2798.42,12026.66,-9505.57,-9505.57
8390860978077109,2020-02,2189.27,3673.6,6671.52,3282.42,1904.77,-7600.8
8390860978077109,2020-03,3106.54,5214.3,4555.51,4004.59,-1556.84,-9157.64
8390860978077109,2020-04,4585.72,4198.36,5452.45,4557.74,1282.07,-7875.57
8390860978077109,2020-05,189.7,5858.07,3766.47,5018.89,-6920.79,-14796.36
8390860978077109,2020-06,7660.38,11372.67,3874.96,2702.37,-2539.7,-17336.06
8390860978077109,2020-07,6621.52,2796,4776.92,5057.12,3545.32,-13790.74
8390860978077109,2020-08,7114.76,4064.47,8474.24,598.07,10926.46,-2864.28
8390860978077109,2020-09,5652.7,6425.4,7371.97,8397.93,-1798.66,-4662.94
8390860978077109,2020-10,3448.09,6272.47,3718.74,4641.23,-3746.87,-8409.81
8390860978077109,2020-11,6285.03,1251.36,5359.29,7238.24,3154.72,-5255.09
8390860978077109,2020-12,2275.79,4369.56,1697.17,6812.07,-7208.67,-12463.76
9682140161583058,2020-01,1477.24,8180.06,4648.54,2907.83,-4962.11,-4962.11
9682140161583058,2020-02,5389.47,5599.18,6218.57,0,6008.86,1046.75
9682140161583058,2020-03,1434.36,9341.4,9282.23,1843.68,-468.49,578.26
9682140161583058,2020-04,5313.93,4836.75,11590.53,4403.6,7664.11,8242.37
9682140161583058,2020-05,4833.23,3171.46,4791.11,3877.75,2575.13,10817.5
9682140161583058,2020-06,6908.66,4543.68,4338.12,889.55,5813.55,16631.05
9682140161583058,2020-07,5878.59,5228.82,0,384.29,265.48,16896.53
9682140161583058,2020-08,2932.91,2356.29,0,6411.19,-5834.57,11061.96
9682140161583058,2020-09,2381.9,3425.15,2451.51,1362.89,45.37,11107.33
9682140161583058,2020-10,2061.45,193.51,2131.62,5268.04,-1268.48,9838.85
9682140161583058,2020-11,2907.7,1326.36,2364.78,1369.73,2576.39,12415.24
9682140161583058,2020-12,477.83,1657.35,3706.03,1214.59,1311.92,13727.16
11972044772734216,2020-01,2022.82,0,2458.14,759.5,3721.46,3721.46
11972044772734216,2020-02,1444.61,3670.22,1110.45,0,-1115.16,2606.3
11972044772734216,2020-03,1068.56,2065.94,866.96,2939.47,-3069.89,-463.59
11972044772734216,2020-04,4176.65,2236.57,1398.29,1279.43,2058.94,1595.35
11972044772734216,2020-05,2425.84,2794.77,2927.81,493.65,2065.23,3660.58
11972044772734216,2020-06,1546.41,737.76,4936.09,1380.49,4364.25,8024.83
11972044772734216,2020-07,4628.4,2623.42,2860.91,3109.97,1755.92,9780.75
11972044772734216,2020-08,1389.46,3667.22,3284.15,1379.15,-372.76,9407.99
11972044772734216,2020-09,0,985,0,1842.86,-2827.86,6580.13
11972044772734216,2020-10,3477.41,2808.81,3020.6,625.16,3064.04,9644.17
11972044772734216,2020-11,0,836.64,2341.73,1888.55,-383.46,9260.71
11972044772734216,2020-12,1037.02,0,1962.11,0,2999.13,12259.84
14823956517654278,2020-01,6031.77,1507.52,5237.31,3433.14,6328.42,6328.42
14823956517654278,2020-02,6639.22,2376.62,4774.53,1110.24,7926.89,14255.31
14823956517654278,2020-03,5013.47,3783.46,3212.53,5078.45,-635.91,13619.4
14823956517654278,2020-04,3302.46,2644.93,3016.32,0,3673.85,17293.25
14823956517654278,2020-05,4545.52,2407.33,1288.75,4159,-732.06,16561.19
14823956517654278,2020-06,4398.43,2598.05,1064.49,1892.92,971.95,17533.14
14823956517654278,2020-07,1414.4,2629.07,3100.9,4433.41,-2547.18,14985.96
14823956517654278,2020-08,7211.76,1277.1,1676.49,1889.2,5721.95,20707.91
14823956517654278,2020-09,7801.99,1930.53,7748.03,2918.92,10700.57,31408.48
14823956517654278,2020-10,3083.14,3725.78,0,1967.74,-2610.38,28798.1
14823956517654278,2020-11,2657.75,4082.58,2651.45,5154.66,-3928.04,24870.06
14823956517654278,2020-12,3372.35,390.71,3587.71,4281.64,2287.71,27157.77
14960923507500004,2020-01,645.06,2233.3,1720.17,2191.45,-2059.52,-2059.52
14960923507500004,2020-02,3744.5,2796.58,0,1885.72,-937.8,-2997.32
14960923507500004,2020-03,42.58,249.98,427.96,0,220.56,-2776.76
14960923507500004,2020-04,0,2858.3,1065.75,2362.7,-4155.25,-6932.01
14960923507500004,2020-05,5837.74,4455.72,2266.3,101.47,3546.85,-3385.16
14960923507500004,2020-06,2054.37,1953.13,1164.33,320.49,945.08,-2440.08
14960923507500004,2020-07,1328.26,3271.38,54.79,1664.95,-3553.28,-5993.36
14960923507500004,2020-08,682.06,199.37,0,2346.74,-1864.05,-7857.41
14960923507500004,2020-09,231.2,1580.17,842.82,2985.52,-3491.67,-11349.08
14960923507500004,2020-10,1299.48,1700.77,0,1414.04,-1815.33,-13164.41
14960923507500004,2020-11,5595.07,788.11,1848.94,0,6655.9,-6508.51
14960923507500004,2020-12,3216.74,526.99,6139.77,1263.02,7566.5,1057.99
16488801170250194,2020-01,1382.95,0,0,0,1382.95,1382.95
16488801170250194,2020-02,382.27,0,0,0,382.27,1765.22
16488801170250194,2020-03,0,1191.63,1584.24,657.65,-265.04,1500.18
16488801170250194,2020-05,1824.07,0,1027.46,0,2851.53,4351.71
16488801170250194,2020-06,0,1925.2,0,0,-1925.2,2426.51
16488801170250194,2020-07,0,525.03,1512.57,0,987.54,3414.05
16488801170250194,2020-08,0,2856.08,0,244.02,-3100.1,313.95
16488801170250194,2020-09,878.67,1868.65,0,0,-989.98,-676.03
16488801170250194,2020-11,1338.69,0,1534.7,0,2873.39,2197.36
17010643349938116,2020-01,681.21,0,765.14,1812.93,-366.58,-366.58
17010643349938116,2020-02,0,437.01,0,1237.95,-1674.96,-2041.54
17010643349938116,2020-04,2401.8,0,4387.1,0,6788.9,4747.36
17010643349938116,2020-05,1255.94,2223.25,0,1254.78,-2222.09,2525.27
17010643349938116,2020-06,430.36,609.09,3175.37,5256.15,-2259.51,265.76
17010643349938116,2020-07,0,2306.96,669.53,310.71,-1948.14,-1682.38
17010643349938116,2020-08,0,3103.03,1772.47,1724.24,-3054.8,-4737.18
17010643349938116,2020-09,1299.27,571.69,1389.65,0,2117.23,-2619.95
17010643349938116,2020-10,1718.12,688.84,1352.24,0,2381.52,-238.43
17010643349938116,2020-11,0,1286.5,1262.8,909.53,-933.23,-1171.66
17352812883658752,2020-01,4776.16,4915.34,3981.67,8439.18,-4596.69,-4596.69
17352812883658752,2020-02,7044.66,1245.36,2966.61,669.35,8096.56,3499.87
17352812883658752,2020-03,0,7433.29,3714.69,2641.91,-6360.51,-2860.64
17352812883658752,2020-04,3196.37,2923.72,7166.77,5452.39,1987.03,-873.61
17352812883658752,2020-05,8382.15,2503.59,8364.27,5817.13,8425.7,7552.09
17352812883658752,2020-06,609.7,6196.9,4286.84,2957.41,-4257.77,3294.32
17352812883658752,2020-07,10380.72,2569.25,3408.38,6537.66,4682.19,7976.51
17352812883658752,2020-08,1756.77,1997.51,3771.91,3817.22,-286.05,7690.46
17352812883658752,2020-09,5489.87,4082.16,4993.54,5717.35,683.9,8374.36
17352812883658752,2020-10,7747.5,7513.67,5183.45,4106.23,1311.05,9685.41
17352812883658752,2020-11,1452.23,1937.8,3619.61,5410.94,-2276.9,7408.51
17352812883658752,2020-12,2393.63,1445.64,2412.44,3020.56,339.87,7748.38
18661351842096488,2020-01,0,3892.35,1148.46,1750.41,-4494.3,-4494.3
18661351842096488,2020-02,1689.87,579.07,619.9,0,1730.7,-2763.6
18661351842096488,2020-03,632.08,2185.43,2675.52,0,1122.17,-1641.43
18661351842096488,2020-04,284.84,1689.72,4137.34,5460.03,-2727.57,-4369
18661351842096488,2020-05,4096.87,0,2119.39,3939.12,2277.14,-2091.86
18661351842096488,2020-06,892.2,113.99,870.36,0,1648.57,-443.29
18661351842096488,2020-07,1060.44,2521.48,664.65,1618.04,-2414.43,-2857.72
18661351842096488,2020-08,2206.45,1270.52,1687.96,4602.71,-1978.82,-4836.54
18661351842096488,2020-09,943.96,771.39,8762.49,0,8935.06,4098.52
18661351842096488,2020-10,2528.18,3799.81,0,0,-1271.63,2826.89
18661351842096488,2020-11,2351.24,0,2592.94,3282.9,1661.28,4488.17
18661351842096488,2020-12,1613.88,0,1872.31,0,3486.19,7974.36
21312345113145264,2020-01,2224.92,0,8047.81,2697.03,7575.7,7575.7
21312345113145264,2020-02,9340.32,3949.58,10814.18,3777.1,12427.82,20003.52
21312345113145264,2020-03,4109.02,0,5646.07,1622.09,8133,28136.52
21312345113145264,2020-04,389.8,2261.34,1958.61,3847.49,-3760.42,24376.1
21312345113145264,2020-05,2020.4,466.97,5452.58,3270.86,3735.15,28111.25
21312345113145264,2020-06,4337.4,5196.67,2574.45,6345.82,-4630.64,23480.61
21312345113145264,2020-07,4927.31,1868.45,1888.8,2636.68,2310.98,25791.59
21312345113145264,2020-08,5597.13,2220.61,1358.78,2955.29,1780.01,27571.6
21312345113145264,2020-09,784.06,951.95,1779.55,1127.54,484.12,28055.72
21312345113145264,2020-10,5185.48,5237.93,3821.98,8077.27,-4307.74,23747.98
21312345113145264,2020-11,4873.69,4329.1,985.66,2466.69,-936.44,22811.54
21312345113145264,2020-12,4528.48,4520.38,2882.55,2740.1,150.55,22962.09
21621624814225668,2020-02,1423.62,1443.53,0,976.16,-996.07,-996.07
21621624814225668,2020-03,0,1816.6,1185.44,0,-631.16,-1627.23
21621624814225668,2020-04,1468.02,0,0,949.06,518.96,-1108.27
21621624814225668,2020-08,0,924.07,1998.39,272.06,802.26,-306.01
21621624814225668,2020-10,0,254.54,0,1704.24,-1958.78,-2264.79
21621624814225668,2020-12,0,1554.91,180.3,0,-1374.61,-3639.4
22491927182770952,2020-01,5129,1464.79,1008.4,2112.1,2560.51,2560.51
22491927182770952,2020-02,3717.42,8206.13,1030.95,5528.21,-8985.97,-6425.46
22491927182770952,2020-03,4309.69,4241.45,2937.46,4182.88,-1177.18,-7602.64
22491927182770952,2020-04,8554.89,8306.39,4040.9,5337.14,-1047.74,-8650.38
22491927182770952,2020-05,8746.89,2401.59,3692.29,2492.37,7545.22,-1105.16
22491927182770952,2020-06,7064.9,3926.33,5004.86,3548.84,4594.59,3489.43
22491927182770952,2020-07,3072.76,5680.22,1390.88,1543.14,-2759.72,729.71
22491927182770952,2020-08,8969.6,7812.21,11195.35,3040.13,9312.61,10042.32
22491927182770952,2020-09,3215.26,2090.34,5346.22,5203.22,1267.92,11310.24
22491927182770952,2020-10,4551.27,8038.62,6419.08,1520.6,1411.13,12721.37
22491927182770952,2020-11,1908.44,2635.36,2566.58,736.17,1103.49,13824.86
22491927182770952,2020-12,0,7144.97,3675.68,4742.55,-8211.84,5613.02
22831044469048256,2020-01,4970.31,0,2558.84,2431.77,5097.38,5097.38
22831044469048256,2020-02,668.19,1592.88,4766.84,5855.94,-2013.79,3083.59
22831044469048256,2020-03,5540.37,3167.5,4811.38,5814.12,1370.13,4453.72
22831044469048256,2020-04,957.23,1330.56,4115.66,2967.55,774.78,5228.5
22831044469048256,2020-05,9326.23,3639.54,7947.2,3556.56,10077.33,15305.83
22831044469048256,2020-06,6362.32,2989.96,1618.93,3673.6,1317.69,16623.52
22831044469048256,2020-07,933.16,3409.96,45.65,1274.88,-3706.03,12917.49
22831044469048256,2020-08,1651.7,7198.32,4227.93,2753.19,-4071.88,8845.61
22831044469048256,2020-09,5998.06,4272.02,1431.49,2906.82,250.71,9096.32
22831044469048256,2020-10,2362.15,3331.82,5825.79,2778.08,2078.04,11174.36
22831044469048256,2020-11,6707.66,5317.75,3013.29,3501.96,901.24,12075.6
22831044469048256,2020-12,3300.66,191.02,0,3125.59,-15.95,12059.65
23387120898112960,2020-01,2323.3,997.73,7285.47,3946.97,4664.07,4664.07
23387120898112960,2020-02,1583.89,2979.09,1337.37,5162.11,-5219.94,-555.87
23387120898112960,2020-03,2111.78,0,5218.52,6851.29,479.01,-76.86
23387120898112960,2020-04,5047.54,978.43,5196.31,4872.74,4392.68,4315.82
23387120898112960,2020-05,6031.91,4913.45,6863.53,2046.99,5935,10250.82
23387120898112960,2020-06,239.03,6364.85,5442.34,2870.77,-3554.25,6696.57
23387120898112960,2020-07,1940.63,8626.42,4542.61,2876.39,-5019.57,1677
23387120898112960,2020-08,3916.09,4640.62,4666.14,2112.06,1829.55,3506.55
23387120898112960,2020-09,1313.99,1677.64,1502.62,1979.15,-840.18,2666.37
23387120898112960,2020-10,2651.95,4405.4,5781.18,2775.61,1252.12,3918.49
23387120898112960,2020-11,5400.91,487.7,6972.99,3646.24,8239.96,12158.45
23387120898112960,2020-12,4429.13,5186.15,6778.87,6070.99,-49.14,12109.31
24030010077126692,2020-01,0,4810.77,4143.37,2841.89,-3509.29,-3509.29
24030010077126692,2020-02,1062.84,788.01,0,1982.06,-1707.23,-5216.52
24030010077126692,2020-03,1395.47,1912.55,1875.15,901.53,456.54,-4759.98
24030010077126692,2020-04,2333.48,3841.25,4212.74,2682.01,22.96,-4737.02
24030010077126692,2020-05,3600.59,2726.24,1994.15,864.95,2003.55,-2733.47
24030010077126692,2020-06,4254.41,4794.03,3937.29,0,3397.67,664.2
24030010077126692,2020-07,3004.83,1964.84,573.33,2188.72,-575.4,88.8
24030010077126692,2020-08,6278.49,1356.07,1627.52,1645.95,4903.99,4992.79
24030010077126692,2020-09,772.25,6541.37,1911.08,3147.96,-7006,-2013.21
24030010077126692,2020-10,1059.73,393.35,6162.93,3271.95,3557.36,1544.15
24030010077126692,2020-11,268.41,2897.66,3700.32,4907.47,-3836.4,-2292.25
24030010077126692,2020-12,2443.77,389.57,2841.45,2437.83,2457.82,165.57
27678495950901348,2020-01,4059.25,6228.15,608.34,1236.61,-2797.17,-2797.17
27678495950901348,2020-02,5079.96,2375.83,7102.65,4536.67,5270.11,2472.94
27678495950901348,2020-03,4795.59,5670.05,4653.62,2583.92,1195.24,3668.18
27678495950901348,2020-04,5418.13,1676.11,4181.33,4539.38,3383.97,7052.15
27678495950901348,2020-05,3321.28,5861.41,1322.81,5497.36,-6714.68,337.47
27678495950901348,2020-06,1795.44,6526.63,7408.21,0,2677.02,3014.49
27678495950901348,2020-07,3749.42,3323.57,6334.07,4113.62,2646.3,5660.79
27678495950901348,2020-08,7845.96,7587.31,1730.6,3873.35,-1884.1,3776.69
27678495950901348,2020-09,3581.94,5434.72,7635.88,5482.36,300.74,4077.43
27678495950901348,2020-10,3145.41,6291.22,623.93,7389.5,-9911.38,-5833.95
27678495950901348,2020-11,3261.95,3571.73,3309.52,4929.37,-1929.63,-7763.58
27678495950901348,2020-12,6433.84,2061.65,5512.86,7075.66,2809.39,-4954.19
29381966057388312,2020-01,1373.26,812.96,0,0,560.3,560.3
29381966057388312,2020-02,0,1992.81,0,0,-1992.81,-1432.51
29381966057388312,2020-03,3113.17,1940.94,0,557.88,614.35,-818.16
29381966057388312,2020-04,1766.89,1475.01,1979.07,1331.66,939.29,121.13
29381966057388312,2020-06,343.22,1599.09,1536.36,0,280.49,401.62
29381966057388312,2020-07,2603.26,2221.78,1798.19,0,2179.67,2581.29
29381966057388312,2020-08,1171.35,565.77,969.56,1782.76,-207.62,2373.67
29381966057388312,2020-10,1252.06,1789.27,0,1145.78,-1682.99,690.68
29381966057388312,2020-11,882.56,1648.32,0,1900.7,-2666.46,-1975.78
29381966057388312,2020-12,309.06,1876.28,0,1520.79,-3088.01,-5063.79
29633697113363720,2020-01,1787.51,2791.79,68.1,4171.73,-5107.91,-5107.91
29633697113363720,2020-02,4121.86,2128.93,3422.91,1835.94,3579.9,-1528.01
29633697113363720,2020-03,3026.16,2694.75,6838.87,3007.94,4162.34,2634.33
29633697113363720,2020-04,1917.08,6132.46,3697.83,4101.61,-4619.16,-1984.83
29633697113363720,2020-05,3832.38,1920.82,3144.82,6279.09,-1222.71,-3207.54
29633697113363720,2020-06,2126.09,2366.68,8066.7,506.71,7319.4,4111.86
29633697113363720,2020-07,219.58,0,2327.8,4294.76,-1747.38,2364.48
29633697113363720,2020-08,3114.78,3355.75,4929.03,3323.75,1364.31,3728.79
29633697113363720,2020-09,6609.34,440.46,3611.15,6048.74,3731.29,7460.08
29633697113363720,2020-10,3710.91,2093.58,6779.08,7918.45,477.96,7938.04
29633697113363720,2020-11,1045.97,5026.87,1754.64,3449.27,-5675.53,2262.51
29633697113363720,2020-12,285.28,1016.58,3508.92,4279.7,-1502.08,760.43
29934903285460276,2020-01,1452.53,1124.31,2336,448.02,2216.2,2216.2
29934903285460276,2020-02,2884.54,2271.06,1950.64,0,2564.12,4780.32
29934903285460276,2020-03,3532.29,2719.04,4901.22,3398.14,2316.33,7096.65
29934903285460276,2020-04,2104.17,3701.93,1920.02,1013.87,-691.61,6405.04
29934903285460276,2020-05,6620.04,1961.31,3373.89,2430.63,5601.99,12007.03
29934903285460276,2020-06,0,1646.32,0,5303.66,-6949.98,5057.05
29934903285460276,2020-07,3533.17,3519.9,4397.93,0,4411.2,9468.25
29934903285460276,2020-08,4208.64,1519.18,2712.6,4920.1,481.96,9950.21
29934903285460276,2020-09,0,791.67,5670.3,657.78,4220.85,14171.06
29934903285460276,2020-10,3904.5,1483.78,1037.96,3014.45,444.23,14615.29
29934903285460276,2020-11,2242.22,1003,240.21,186.65,1292.78,15908.07
29934903285460276,2020-12,22.46,1635.7,347.15,2813.75,-4079.84,11828.23
31300714193979064,2020-01,2109.52,2984.96,3205.53,1660.59,669.5,669.5
31300714193979064,2020-02,3219,234.71,1684.94,6583.44,-1914.21,-1244.71
31300714193979064,2020-03,2952.49,1882.95,1170.74,6935.88,-4695.6,-5940.31
31300714193979064,2020-04,9749.08,1498.89,351.21,456.13,8145.27,2204.96
31300714193979064,2020-05,3250.24,3685.46,1893,2956.51,-1498.73,706.23
31300714193979064,2020-06,253.53,4376.01,3206.97,1462.4,-2377.91,-1671.68
31300714193979064,2020-07,360.6,0,5903.96,8839.9,-2575.34,-4247.02
31300714193979064,2020-08,2342.93,3376.85,0,3290.02,-4323.94,-8570.96
31300714193979064,2020-09,1374.49,2806.59,2228.28,1948.17,-1151.99,-9722.95
31300714193979064,2020-10,4898.47,3798.96,4039.25,1927.22,3211.54,-6511.41
31300714193979064,2020-11,2993.72,24.29,63.47,3453.17,-420.27,-6931.68
31300714193979064,2020-12,5682.43,5801.93,316.13,3190.39,-2993.76,-9925.44
32062621905216280,2020-01,979.99,0,1883.08,1031.14,1831.93,1831.93
32062621905216280,2020-02,1914.71,1590.47,0,2309.59,-1985.35,-153.42
32062621905216280,2020-03,0,2316.33,0,1291.48,-3607.81,-3761.23
32062621905216280,2020-04,558.62,907.69,2291.14,0,1942.07,-1819.16
32062621905216280,2020-06,0,1263.46,3300.2,1995.15,41.59,-1777.57
32062621905216280,2020-07,434.22,959.68,155.22,1463.8,-1834.04,-3611.61
32062621905216280,2020-08,3415.9,55.67,1168.45,1820.94,2707.74,-903.87
32062621905216280,2020-09,1850.2,0,1051.71,3353.32,-451.41,-1355.28
32062621905216280,2020-10,0,5061.09,1693.44,3718.37,-7086.02,-8441.3
